,Name,City,State,School Ownership,Number of Undergraduate Students,Share of Female Students,Share of Male Students,Share of Undergraduates Aged 25 and Above,Average Age of Entry,Admission Rate,Completion Rate,Median Earnings of Students 10 Years After Entry,Median Debt for Students Who Have Completed,Share of Students Who Received a Federal Loan,Median Family Income,Average Cost of Attendance,Average Faculty Salary,Net Tuition Revenue per Student
294,Southeast Missouri State University,Cape Girardeau,MO,1,8910,0.5954100052,0.4045899948,0.1326,21.0,0.8455,0.521,37000.0,22185.0,0.8040226921,42518.0,18567.0,7077.0,5979
295,Arizona State University-Downtown Phoenix,Phoenix,AZ,1,8898,0.5568306611,0.4431693389,0.1629,24.0,0.7721,0.656,47700.0,20000.0,0.7940918076,35851.0,24977.0,8932.0,9690
296,Arkansas State University-Main Campus,Jonesboro,AR,1,8856,0.6108749161,0.3891250839,0.1917,23.0,0.6602,0.475,32200.0,19500.0,0.7681808011,33450.0,20952.0,7077.0,3824
297,University of Maine,Orono,ME,1,8836,0.482962963,0.5170370369999999,0.0703,20.0,0.9226,0.5758,42500.0,26000.0,0.9224691358,65562.0,23262.0,9218.0,10635
298,William Paterson University of New Jersey,Wayne,NJ,1,8710,0.5626918018,0.4373081982,0.1973,22.0,0.9239,0.5516,46600.0,23500.0,0.8724243753,35457.0,23710.0,10879.0,9929
299,California State University-Bakersfield,Bakersfield,CA,1,8705,0.6426605505,0.35733944949999996,0.2022,23.0,0.6112,0.4086,47800.0,13000.0,0.4926605505,27270.0,16832.0,9262.0,3470
300,Purdue University Northwest,Hammond,IN,1,8665,,,0.2557,,0.3467,0.3444,,,,,0.0,8434.0,6689
301,Sonoma State University,Rohnert Park,CA,1,8633,0.6668721109,0.3331278891,0.1173,22.0,0.8203,0.5846,49200.0,17500.0,0.7395993837,40508.0,24410.0,9775.0,6096
302,SUNY Empire State College,Saratoga Springs,NY,1,8622,0.7136555043,0.2863444957,0.8056,33.0,,0.1389,41400.0,23500.0,0.6290354923,26758.0,19970.0,6876.0,5190
303,University of Central Missouri,Warrensburg,MO,1,8589,0.5887941535,0.4112058465,0.1287,22.0,0.836,0.4909,38000.0,21500.0,0.8713763703,48556.0,18309.0,7236.0,6620
304,Valdosta State University,Valdosta,GA,1,8557,0.6277355962,0.37226440380000003,0.1619,22.0,0.7417,0.3693,38700.0,25000.0,0.8664582403,35444.0,19553.0,6624.0,6216
305,Marshall University,Huntington,WV,1,8554,0.586842761,0.413157239,0.1383,21.0,0.9019,0.493,35600.0,23250.0,0.8310490905,41378.0,18315.0,7181.0,6774
306,University of Notre Dame,Notre Dame,IN,2,8527,0.4604402142,0.5395597858000001,0.0019,19.0,0.1892,0.9524,78400.0,21434.0,0.8488994646,112232.0,67043.0,14001.0,24175
307,Colorado Mesa University,Grand Junction,CO,1,8494,0.5292137533,0.4707862467,0.1878,22.0,0.8167,0.3263,36800.0,22200.0,0.8487617216,44794.0,20577.0,6737.0,8514
308,State College of Florida-Manatee-Sarasota,Bradenton,FL,1,8493,0.6173197871,0.3826802129,0.2852,24.0,,0.3349,30900.0,7203.0,0.393081761,23855.0,17646.0,6578.0,2305
309,Northwestern University,Evanston,IL,2,8489,0.5243467933,0.4756532067,0.0531,20.0,0.0924,0.9376,69000.0,17500.0,0.7214964371,58835.0,70317.0,16645.0,29743
310,Texas A & M University-Commerce,Commerce,TX,1,8473,0.631394534,0.368605466,0.2933,25.0,0.3454,0.4168,39300.0,20011.0,0.8110254613,31618.0,20342.0,8749.0,7043
311,Pace University,New York,NY,2,8456,0.6534384344,0.34656156559999995,0.096,20.0,0.7956,0.5358,60300.0,25161.0,0.9209024191,55332.0,60221.0,12333.0,21644
312,University of Dayton,Dayton,OH,2,8422,0.5198164372,0.48018356279999996,0.0236,19.0,0.7168,0.7868,55100.0,26100.0,0.9549436796,114495.0,56370.0,8687.0,19321
313,SUNY Buffalo State,Buffalo,NY,1,8395,0.5771839671,0.4228160329,0.1445,21.0,0.5756,0.4738,39800.0,20500.0,0.8277492292,32331.0,21312.0,7580.0,4453
314,Polk State College,Winter Haven,FL,1,8388,0.6191240541,0.38087594589999996,0.3138,24.0,,0.2751,31800.0,10500.0,0.2391653291,23968.0,12858.0,6249.0,1747
315,Radford University,Radford,VA,1,8376,0.5950139914,0.4049860086,0.0536,20.0,0.7432,0.5517,43000.0,23250.0,0.9384380565,54745.0,22454.0,8289.0,6678
316,American College of Financial Services,Bryn Mawr,PA,2,8354,,,0.8637,,,,,,,,,12417.0,11360
317,Wilmington University,New Castle,DE,2,8346,0.6885463726,0.31145362740000004,0.5991,28.0,,0.2592,42500.0,18718.0,0.8511825671,29853.0,17529.0,7197.0,10203
318,Independence University,Salt Lake City,UT,2,8278,0.7420641516,0.25793584839999995,0.7399,30.0,,0.2607,28800.0,27139.0,0.9372610936,13120.0,32804.0,4340.0,14076
319,Louisiana Tech University,Ruston,LA,1,8277,0.4864058355,0.5135941645,0.1162,20.0,0.6484,0.5339,41500.0,19680.5,0.8043766578,45709.0,19225.0,7277.0,7570
320,Bloomsburg University of Pennsylvania,Bloomsburg,PA,1,8276,0.5715309291,0.42846907089999997,0.0555,20.0,0.7325,0.5804,44500.0,26000.0,0.9362311918,65570.0,23406.0,9258.0,8835
321,Arkansas Tech University,Russellville,AR,1,8247,0.5661364132,0.43386358680000003,0.1767,23.0,0.9475,0.39,34100.0,18000.0,0.7624754849,32169.0,18143.0,6637.0,4410
322,Stockton University,Galloway,NJ,1,8242,0.6130319149,0.3869680851,0.1271,21.0,0.8153,0.7284,47500.0,20875.0,0.9007978723,52591.0,27603.0,9395.0,8963
323,Clark College,Vancouver,WA,1,8170,0.5683831672,0.43161683279999996,0.3016,26.0,,0.2477,34100.0,11975.0,0.411683278,21343.0,13452.0,7108.0,2758
324,Columbia University in the City of New York,New York,NY,2,8170,0.4472727273,0.5527272727,0.1466,23.0,0.0661,0.9514,83300.0,21406.0,0.6696969697,31310.0,71972.0,18713.0,37294
325,Rasmussen College-Florida,Ocala,FL,3,8135,0.814446146,0.18555385400000002,0.7852,30.0,,0.28,32600.0,18254.0,0.9025012762,25123.0,22223.0,6121.0,11251
326,Rutgers University-Newark,Newark,NJ,1,8122,0.5539444444,0.4460555556,0.2089,21.0,0.6424,0.6789,57900.0,22250.0,0.8429444444,43359.0,24719.0,13595.0,17980
327,Marquette University,Milwaukee,WI,2,8093,0.5854070013,0.4145929987,0.0163,19.0,0.8933,0.8031,62600.0,27000.0,0.8958245466,96300.0,52916.0,9923.0,22584
328,University of Phoenix-California,Ontario,CA,3,7998,0.6972811618,0.3027188382,0.919,32.0,,0.1838,47100.0,31977.0,0.8428559903,18602.0,20133.0,6879.0,11033
329,Northwestern State University of Louisiana,Natchitoches,LA,1,7994,0.7343553657,0.26564463429999996,0.2692,24.0,0.8029,0.3944,34300.0,21500.0,0.8331239005,30223.0,20172.0,6401.0,5976
330,Prairie View A & M University,Prairie View,TX,1,7975,0.6100395073,0.3899604927,0.1031,20.0,0.7893,0.3479,35700.0,29000.0,0.8656751104,28812.0,22444.0,7653.0,4955
331,Texas Southern University,Houston,TX,1,7967,0.5913492576,0.4086507424,0.2426,22.0,0.6666,0.2337,31300.0,29323.5,0.8160103292,22141.0,24089.0,7650.0,8389
332,The University of Tampa,Tampa,FL,2,7956,0.6351435705,0.36485642949999997,0.0469,20.0,0.5326,0.5969,48600.0,24400.0,0.9129213483,75458.0,42210.0,9064.0,18089
333,University of Wisconsin-Stout,Menomonie,WI,1,7955,0.475708502,0.524291498,0.1643,21.0,0.8718,0.5425,45100.0,25000.0,0.9227877386,70070.0,19233.0,6841.0,5817
334,Fashion Institute of Technology,New York,NY,1,7924,0.8392925798,0.16070742019999995,0.21,21.0,0.4704,0.7676,48900.0,19488.0,0.7462514418,46417.0,16991.0,8741.0,8590
335,Idaho State University,Pocatello,ID,1,7921,0.5705947749,0.4294052251,0.2643,23.0,,0.3032,35700.0,22674.0,0.7929405225,35747.0,19592.0,7156.0,7822
336,Tulane University of Louisiana,New Orleans,LA,2,7871,0.6045479756,0.39545202440000005,0.103,22.0,0.215,0.8336,61700.0,27000.0,0.9140321686,64959.0,66898.0,11280.0,27357
337,University of Missouri-Kansas City,Kansas City,MO,1,7854,0.6063576159,0.39364238409999996,0.1543,23.0,0.6415,0.4847,45700.0,21000.0,0.8362913907,37544.0,21120.0,8855.0,11706
338,Humboldt State University,Arcata,CA,1,7846,0.5871915719,0.41280842809999996,0.195,22.0,0.8183,0.4659,36600.0,19002.0,0.7804269476,26596.0,23661.0,9457.0,4487
339,Post University,Waterbury,CT,3,7808,0.7255289468,0.2744710532,0.7824,31.0,0.635,0.2457,40900.0,27000.0,0.8652638921,16163.0,29450.0,5993.0,11314
340,University of Wisconsin-Stevens Point,Stevens Point,WI,1,7768,0.5432506887,0.45674931129999996,0.0955,20.0,0.8356,0.6502,40200.0,24444.0,0.9104683196,63571.0,17767.0,6742.0,6051
341,Pensacola State College,Pensacola,FL,1,7717,0.6295828066,0.3704171934,0.3465,25.0,,0.3016,28200.0,3500.0,0.1835651075,20605.0,10136.0,5152.0,2037
342,Purdue University Fort Wayne,Fort Wayne,IN,1,7708,0.5872044506,0.41279554939999996,0.1663,21.0,0.9441,0.3164,36500.0,23000.0,0.7607788595,46408.0,18033.0,7613.0,6538
343,Southern Connecticut State University,New Haven,CT,1,7703,0.6305379747,0.36946202530000005,0.1355,21.0,0.6492,0.4811,45300.0,23000.0,0.8931962025,48142.0,22794.0,9046.0,9509
344,Dixie State University,Saint George,UT,1,7687,0.5605573419,0.43944265810000005,0.1761,22.0,,0.342,35400.0,16520.0,0.5723472669,35331.0,17429.0,7101.0,5666
345,University of Idaho,Moscow,ID,1,7685,0.5058158857,0.4941841143,0.0995,21.0,0.7309,0.5486,41900.0,24500.0,0.8497839814,45018.0,20341.0,8963.0,8772
346,Western Illinois University,Macomb,IL,1,7599,0.5614960441,0.4385039559,0.1442,21.0,0.5997,0.5045,43200.0,24830.0,0.9112922561,36222.0,24851.0,8808.0,7412
347,University of Southern Indiana,Evansville,IN,1,7554,0.6409277745,0.35907222549999995,0.1087,21.0,0.936,0.4067,37000.0,21503.0,0.8291250734,54413.0,18763.0,7256.0,5436
348,Salisbury University,Salisbury,MD,1,7552,0.5956829897,0.4043170103,0.0803,21.0,0.6502,0.7095,50500.0,20273.0,0.9023840206,69454.0,24056.0,8041.0,6956
349,Florida Agricultural and Mechanical University,Tallahassee,FL,1,7552,0.6479351803,0.35206481970000003,0.0875,20.0,0.4563,0.4761,37600.0,28002.0,0.8502352326,28781.0,22235.0,8077.0,4537
350,Slippery Rock University of Pennsylvania,Slippery Rock,PA,1,7539,0.5697211155,0.43027888449999996,0.0736,20.0,0.7149,0.6605,41700.0,25000.0,0.9426294821,70320.0,23484.0,9562.0,7953
351,Harvard University,Cambridge,MA,2,7532,0.5015384615,0.49846153849999997,0.2103,22.0,0.0516,0.9644,89700.0,6100.0,0.4205128205,33066.0,66900.0,19741.0,31930
352,Academy of Art University,San Francisco,CA,3,7520,0.5731981982,0.42680180180000005,0.3934,25.0,,0.3973,38600.0,35688.0,0.9173423423,22550.0,38666.0,8341.0,27625
353,Johnson & Wales University-Providence,Providence,RI,2,7500,0.6353397118,0.36466028819999996,0.0818,21.0,0.8753,0.6335,38800.0,25899.0,0.9543417706,41456.0,45897.0,9155.0,14943
354,Saginaw Valley State University,University Center,MI,1,7498,0.6005639098,0.39943609020000004,0.1742,21.0,0.7384,0.3976,39300.0,26433.0,0.9179197995,52670.0,20061.0,8209.0,8832
355,University of Wisconsin-Platteville,Platteville,WI,1,7496,0.3766723842,0.6233276158000001,0.0939,20.0,0.7971,0.5283,47300.0,24246.5,0.9090909091,71248.0,18494.0,6627.0,6567
356,New Jersey Institute of Technology,Newark,NJ,1,7489,0.2094848175,0.7905151825,0.1629,22.0,0.6139,0.6355,68500.0,23261.0,0.7652678267,38563.0,29249.0,12688.0,14541
357,Kutztown University of Pennsylvania,Kutztown,PA,1,7443,0.5407317073,0.4592682927,0.06,20.0,0.8314,0.5305,41600.0,26000.0,0.9582926829,65385.0,24614.0,9287.0,8180
358,American University,Washington,DC,2,7433,0.6609547124,0.33904528759999997,0.0204,19.0,0.294,0.7922,61000.0,23250.0,0.9502243982,84200.0,62162.0,11620.0,31517
359,California Baptist University,Riverside,CA,2,7397,0.6606170599,0.33938294010000003,0.2386,24.0,0.7708,0.5866,42600.0,27000.0,0.9115893181,42597.0,43158.0,9350.0,19106
360,West Texas A & M University,Canyon,TX,1,7383,0.6003377428,0.39966225720000004,0.2222,22.0,0.6136,0.4057,42700.0,20500.0,0.800731776,42482.0,20067.0,7663.0,6881
361,University of California-Merced,Merced,CA,1,7375,0.536360938,0.46363906200000005,0.0195,19.0,0.6979,0.6439,,19018.0,0.677945978,33931.0,34330.0,10552.0,9245
362,University of Missouri-St Louis,Saint Louis,MO,1,7362,0.6098868374,0.39011316259999995,0.2007,25.0,0.7594,0.5565,42900.0,20460.0,0.8305539011,29513.0,21317.0,8569.0,8691
363,National University,La Jolla,CA,2,7360,0.6353790614,0.3646209386,0.8642,31.0,,0.4219,59400.0,28244.0,0.7470800595,31188.0,27409.0,10242.0,14022
364,Winona State University,Winona,MN,1,7308,0.6644315757,0.3355684243,0.1052,21.0,0.665,0.6067,44700.0,23206.0,0.9170984456,74955.0,21547.0,8687.0,5852
365,Washington University in St Louis,Saint Louis,MO,2,7253,0.5342465753,0.46575342470000003,0.0683,20.0,0.1596,0.9417,70100.0,19500.0,0.6962127317,88696.0,69754.0,14653.0,25799
366,Quinnipiac University,Hamden,CT,2,7249,0.6232081911,0.37679180889999997,0.0434,20.0,0.7388,0.7478,63300.0,26000.0,0.9757679181,106325.0,61126.0,11026.0,29010
367,Murray State University,Murray,KY,1,7218,0.6265372168,0.37346278320000004,0.1486,22.0,0.8667,0.491,37100.0,21500.0,0.8365695793,46064.0,19314.0,6963.0,8516
368,Saint Louis University,Saint Louis,MO,2,7209,0.6241106719,0.3758893281,0.0858,21.0,0.6443,0.7733,56500.0,25750.0,0.9213438735,77915.0,55055.0,10208.0,20686
369,Bellevue College,Bellevue,WA,1,7150,0.5591142744,0.44088572559999994,0.3149,25.0,,0.2412,43500.0,11000.0,0.4211150652,23941.0,12218.0,7492.0,5080
370,SUNY College at Brockport,Brockport,NY,1,7134,0.5812821981,0.41871780189999996,0.1422,22.0,0.5318,0.659,42600.0,19976.5,0.9084144247,43518.0,22296.0,7285.0,5584
371,Georgetown University,Washington,DC,2,7128,0.5899705015,0.41002949850000003,0.0521,20.0,0.1568,0.9461,93500.0,15494.5,0.8414454277,78300.0,69313.0,15181.0,37238
372,SUNY College at Oswego,Oswego,NY,1,7090,0.5129262926,0.4870737074,0.0637,20.0,0.5365,0.6567,43900.0,21502.0,0.9125412541,50004.0,23177.0,6669.0,5747
373,Metropolitan State University,Saint Paul,MN,1,7080,0.6086566495,0.3913433505,0.6594,29.0,0.5554,0.2745,48200.0,18000.0,0.7694550348,28315.0,20800.0,9068.0,5121
374,CUNY York College,Jamaica,NY,1,7058,0.6926509967,0.30734900330000003,0.2818,23.0,0.4447,0.2929,40800.0,8163.0,0.1535257364,19735.0,13958.0,10481.0,3379
375,Stanford University,Stanford,CA,2,7056,0.4940191388,0.5059808612000001,0.0156,19.0,0.0473,0.9425,94000.0,11446.5,0.4497607656,44842.0,66696.0,22924.0,27778
376,California State University-Channel Islands,Camarillo,CA,1,7047,0.6834629692,0.31653703079999995,0.2196,23.0,0.7827,0.5947,49800.0,15000.0,0.626986811,27978.0,24172.0,9612.0,5322
377,Northeastern Illinois University,Chicago,IL,1,7014,0.6059467919,0.3940532081,0.4226,24.0,0.6939,0.2302,37900.0,15000.0,0.5195618153,21900.0,23967.0,7936.0,7575
378,The New School,New York,NY,2,6982,0.7536302033,0.24636979670000003,0.1426,21.0,0.6151,0.6733,44500.0,24526.5,0.9046466602,42578.0,64523.0,11317.0,30028
379,University of Michigan-Dearborn,Dearborn,MI,1,6961,0.5116453794,0.4883546206,0.204,23.0,0.6428,0.5444,48600.0,24750.0,0.7528174305,25334.0,19323.0,9587.0,12692
380,Columbia College Chicago,Chicago,IL,2,6934,0.6115146624,0.38848533760000004,0.0898,21.0,0.9161,0.4397,34400.0,26000.0,0.9491525424,49117.0,41555.0,8155.0,20446
381,University of Alabama in Huntsville,Huntsville,AL,1,6917,0.4763499372,0.5236500628,0.1842,22.0,0.8123,0.4862,46700.0,22647.0,0.8652155714,44787.0,22108.0,9391.0,8727
382,Rhode Island College,Providence,RI,1,6900,0.685519692,0.31448030800000004,0.223,22.0,0.7359,0.4619,41400.0,20906.0,0.8507551081,35669.0,15726.0,8064.0,6485
383,Indiana Institute of Technology,Fort Wayne,IN,2,6899,0.6610447028,0.33895529719999995,0.6723,30.0,0.7613,0.3385,42700.0,26500.0,0.9335189127,14380.0,38265.0,7198.0,6912
384,Villanova University,Villanova,PA,2,6886,0.5794684732,0.42053152680000006,0.0545,20.0,0.36,0.903,77900.0,26692.0,0.9666492965,110409.0,65649.0,11048.0,28406
385,Missouri University of Science and Technology,Rolla,MO,1,6872,0.2413201886,0.7586798114,0.0598,20.0,0.8351,0.6413,71200.0,24250.0,0.8945563652,68139.0,22045.0,10365.0,11853
386,Vanderbilt University,Nashville,TN,2,6856,0.5281124498,0.47188755019999995,0.0026,19.0,0.1085,0.9172,69000.0,14500.0,0.5843373494,58118.0,64654.0,13450.0,24187
387,The College of New Jersey,Ewing,NJ,1,6850,0.5770094297,0.4229905703,0.0303,19.0,0.4753,0.8658,58500.0,23250.0,0.9012123934,106390.0,33046.0,10141.0,12898
388,Southern Utah University,Cedar City,UT,1,6849,0.5524714829,0.44752851709999997,0.2326,22.0,0.758,0.4677,39800.0,11000.0,0.6524714829,41064.0,19516.0,6543.0,7030
389,Lindenwood University,Saint Charles,MO,2,6807,0.5777216611,0.4222783389,0.268,24.0,0.7375,0.4985,41300.0,26529.0,0.9315375982,45382.0,29322.0,7468.0,13194
390,Vincennes University,Vincennes,IN,1,6797,0.4518243391,0.5481756608999999,0.1164,22.0,,0.2291,32800.0,13000.0,0.7681887699,31863.0,17203.0,5989.0,2982
391,University of San Francisco,San Francisco,CA,2,6796,0.6755368814,0.3244631186,0.0741,20.0,0.6563,0.7723,62300.0,25000.0,0.9150326797,57928.0,63117.0,13405.0,27756
392,Hofstra University,Hempstead,NY,2,6783,0.5923831071,0.4076168929,0.0392,20.0,0.6395,0.6305,53100.0,23503.0,0.9283559578,72953.0,56910.0,13227.0,26964
393,Texas A & M International University,Laredo,TX,1,6780,0.6114854026,0.38851459740000005,0.1434,21.0,0.4959,0.4365,45800.0,14200.0,0.5514918191,24539.0,13629.0,8409.0,4382
394,Emory University,Atlanta,GA,2,6776,0.6606479023,0.33935209769999997,0.0386,20.0,0.2204,0.9091,66000.0,19250.0,0.8475836431,56041.0,65080.0,13945.0,26725
395,Salem State University,Salem,MA,1,6776,0.6470921986,0.3529078014,0.1989,22.0,0.8191,0.5213,43500.0,24250.0,0.9188652482,43677.0,23828.0,9003.0,8642
396,Chapman University,Orange,CA,2,6740,0.6474741988,0.3525258012,0.0252,19.0,0.5724,0.7905,54500.0,21000.0,0.9103747963,79694.0,66430.0,11552.0,29574
397,The University of Texas at Tyler,Tyler,TX,1,6699,0.599025974,0.400974026,0.2917,24.0,0.6499,0.4241,44200.0,18000.0,0.7668831169,33582.0,20118.0,8186.0,6095
398,University of Arkansas at Little Rock,Little Rock,AR,1,6677,0.6464909992,0.35350900080000003,0.3291,25.0,0.7463,0.3199,34900.0,19750.0,0.8291155753,27239.0,21377.0,7425.0,5808
399,Brown University,Providence,RI,2,6670,0.5403780069,0.45962199309999996,0.0089,19.0,0.0849,0.9514,67500.0,16125.0,0.7216494845,82670.0,68106.0,15276.0,36238
400,Community College of Denver,Denver,CO,1,6656,0.5895942145,0.41040578549999995,0.3456,25.0,,0.1008,31500.0,10460.0,0.5082362395,20562.0,15571.0,5166.0,5169
401,Northern Michigan University,Marquette,MI,1,6635,0.5367847411,0.46321525890000004,0.1235,20.0,0.7437,0.4904,35500.0,22402.0,0.8971389646,55241.0,20692.0,8278.0,8752
402,Jacksonville State University,Jacksonville,AL,1,6622,0.5886792453,0.41132075469999996,0.1605,22.0,0.5402,0.3721,35800.0,23500.0,0.8085763293,35734.0,20890.0,6960.0,6700
403,State University of New York at New Paltz,New Paltz,NY,1,6616,0.6354439865,0.3645560135,0.0811,21.0,0.443,0.7229,45000.0,18750.0,0.8579992507,48878.0,22972.0,6974.0,6386
404,Millersville University of Pennsylvania,Millersville,PA,1,6613,0.568294823,0.431705177,0.1148,21.0,0.7949,0.6155,43500.0,24640.0,0.9473530272,66601.0,25898.0,10033.0,9571
405,Middle Georgia State University,Macon,GA,1,6609,0.5888059701,0.4111940299,0.2728,22.0,0.9397,,31500.0,18420.0,0.7723880597,27992.0,14618.0,5818.0,3543
406,University of Massachusetts-Dartmouth,North Dartmouth,MA,1,6559,0.5080886759,0.49191132410000005,0.1556,21.0,0.8427,0.4847,48200.0,25000.0,0.929598562,49153.0,26536.0,10844.0,10143
407,California State University-Monterey Bay,Seaside,CA,1,6557,0.6709870389,0.3290129611,0.1975,23.0,0.532,0.6016,44800.0,13750.0,0.6623462944,28759.0,20834.0,9383.0,5349
408,Duke University,Durham,NC,2,6552,0.5465505693,0.4534494307,0.0037,21.0,0.0986,0.9535,84400.0,9200.0,0.8151373074,61560.0,69169.0,15844.0,31235
409,Indiana Wesleyan University-National & Global,Marion,IN,2,6549,0.7298892989,0.2701107011,0.7576,31.0,,0.5246,,23958.0,0.8857564576,35007.0,27850.0,7066.0,9920
410,Columbus State University,Columbus,GA,1,6474,0.631778058,0.368221942,0.279,23.0,0.534,0.3278,35900.0,25768.0,0.8373266078,32787.0,18559.0,6736.0,6610
411,Jackson State University,Jackson,MS,1,6467,0.6464781217,0.35352187830000004,0.2628,23.0,0.7173,0.3411,30000.0,28000.0,0.8756670224,21266.0,22397.0,7246.0,5545
412,Belmont University,Nashville,TN,2,6443,0.6539453326,0.3460546674,0.0613,20.0,0.8119,0.6962,44100.0,21248.5,0.9056214544,87507.0,48870.0,10694.0,24633
413,Carnegie Mellon University,Pittsburgh,PA,2,6434,0.4725363489,0.5274636510999999,0.0165,19.0,0.222,0.8884,83600.0,26462.0,0.9256865913,91372.0,67980.0,11852.0,39806
414,Southern Methodist University,Dallas,TX,2,6427,0.5095367847,0.49046321530000003,0.0321,20.0,0.4877,0.8054,60700.0,20059.0,0.8755676658,67697.0,69358.0,12582.0,29021
415,Morgan State University,Baltimore,MD,1,6426,0.5864635011,0.4135364989,0.1672,21.0,0.6372,0.3752,40500.0,30726.5,0.8901488306,36276.0,23774.0,8799.0,7306
416,Morehead State University,Morehead,KY,1,6410,0.6175595238,0.3824404762,0.1299,22.0,0.7962,0.4175,33100.0,24000.0,0.8330357143,35407.0,20507.0,6610.0,5057
417,Northeastern State University,Tahlequah,OK,1,6401,0.6183852434,0.3816147566,0.3547,24.0,0.9569,0.316,35800.0,17750.0,0.6964015724,30816.0,16337.0,6826.0,5361
418,Tennessee State University,Nashville,TN,1,6380,0.6611524676,0.3388475324,0.2103,22.0,,0.2879,35300.0,27750.0,0.8436724566,25504.0,19058.0,7310.0,6877
419,New Jersey City University,Jersey City,NJ,1,6359,0.6148720682,0.38512793180000005,0.3165,24.0,0.9185,0.3289,42700.0,17031.5,0.6148720682,23397.0,23239.0,10396.0,8037
420,SUNY Cortland,Cortland,NY,1,6333,0.5403552509,0.45964474909999997,0.0334,20.0,0.4793,0.7102,47000.0,21500.0,0.941414771,72219.0,24199.0,6419.0,6085
421,University of Rochester,Rochester,NY,2,6320,0.5490993608,0.4509006392,0.0619,20.0,0.3421,0.8525,61200.0,23276.0,0.9500290529,62874.0,67722.0,12675.0,22633
422,Rensselaer Polytechnic Institute,Troy,NY,2,6314,0.3442307692,0.6557692308,0.0123,19.0,0.4317,0.8339,82000.0,29000.0,0.9682692308,96975.0,68244.0,12737.0,27347
423,University of Chicago,Chicago,IL,2,6298,0.5190615836,0.4809384164,0.0016,20.0,0.0873,0.9284,68100.0,15900.0,0.495601173,47139.0,72717.0,18115.0,28508
424,Howard University,Washington,DC,2,6276,0.7177579365,0.28224206350000003,0.0417,20.0,0.4142,0.6336,49200.0,26000.0,0.8387896825,40386.0,41488.0,7161.0,17474
425,Loyola Marymount University,Los Angeles,CA,2,6257,0.5991213619,0.4008786381,0.0246,20.0,0.5248,0.7911,61300.0,22000.0,0.9126853377,69000.0,62119.0,11411.0,32229
426,College of William and Mary,Williamsburg,VA,1,6243,0.6071726439,0.39282735609999997,0.0148,19.0,0.3592,0.921,58500.0,19339.5,0.8306922435,96498.0,35991.0,11189.0,20919
427,CUNY Medgar Evers College,Brooklyn,NY,1,6204,0.7179702832,0.2820297168,0.4275,24.0,,0.1181,35900.0,9700.0,0.215026633,18815.0,14681.0,10606.0,2219
428,Berklee College of Music,Boston,MA,2,6197,0.3608673206,0.6391326794000001,0.1918,24.0,0.5252,0.6403,30300.0,23500.0,0.9163655137,50454.0,61210.0,9503.0,27351
429,University of South Dakota,Vermillion,SD,1,6171,0.6341711957,0.3658288043,0.1498,21.0,0.8691,0.5519,42000.0,25000.0,0.9480298913,64843.0,21224.0,7763.0,8302
430,University of Louisiana at Monroe,Monroe,LA,1,6121,0.6975505857,0.30244941430000005,0.103,21.0,0.7546,0.409,37500.0,18750.0,0.821086262,33055.0,19162.0,7268.0,7978
431,University of St Thomas,Saint Paul,MN,2,6085,0.4880410023,0.5119589977,0.0444,20.0,0.8416,0.7685,56800.0,25000.0,0.9476082005,94928.0,52586.0,10446.0,20037
432,Inter American University of Puerto Rico-Metro,San Juan,PR,2,6060,0.574260995,0.42573900499999995,0.3155,24.0,0.562,0.3763,19800.0,5745.0,0.470259553,13696.0,15638.0,4917.0,6565
433,Elon University,Elon,NC,2,6045,0.5799481417,0.4200518583,0.0051,19.0,0.6653,0.8377,51900.0,21500.0,0.9222126188,112797.0,47688.0,9190.0,29035
434,Mercy College,Dobbs Ferry,NY,2,6029,0.7047139831,0.2952860169,0.2987,23.0,0.7873,0.4303,39700.0,23693.0,0.7854872881,27173.0,29287.0,9216.0,15554
435,Ithaca College,Ithaca,NY,2,6021,0.5863058631,0.4136941369,0.0092,19.0,0.7052,0.7603,52300.0,25450.0,0.9643296433,92521.0,59873.0,8894.0,21627
436,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,1,5972,0.5718407386,0.42815926140000005,0.0952,21.0,0.8356,0.4814,44600.0,23500.0,0.9324870167,50096.0,21821.0,9596.0,8313
437,Armstrong State University,Savannah,GA,1,5965,0.6954863318,0.30451366820000003,0.2925,23.0,0.7962,0.3208,39900.0,21791.0,0.7870311507,33244.0,18876.0,6228.0,5760
438,McNeese State University,Lake Charles,LA,1,5956,0.6371179039,0.3628820961,0.1499,21.0,0.6224,0.4241,38200.0,19500.0,0.76069869,35341.0,17675.0,6580.0,6261
439,North Carolina Central University,Durham,NC,1,5939,0.6721552485,0.32784475150000003,0.1858,22.0,0.8281,0.4389,32900.0,31000.0,0.903263746,27183.0,21298.0,8178.0,6142
440,College of Central Florida,Ocala,FL,1,5932,0.6081905315,0.3918094685,0.3321,24.0,,0.3714,31400.0,10750.0,0.4406041243,21993.0,11881.0,5957.0,1397
441,Duquesne University,Pittsburgh,PA,2,5930,0.6425811437,0.35741885630000003,0.0374,20.0,0.717,0.8032,58500.0,27000.0,0.9636785162,88633.0,50073.0,9159.0,22070
442,SUNY Oneonta,Oneonta,NY,1,5923,0.6084758942,0.39152410579999997,0.0241,20.0,0.5952,0.709,43400.0,21500.0,0.9385692068,72278.0,23348.0,6504.0,5521
